0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,4,13,16,16,12,0,0,0,5,14,4,4,3,0,0,0,2,16,8,6,1,0,0,0,2,16,13,14,11,0,0,0,0,5,0,0,15,5,0,0,0,0,0,0,11,9,0,0,0,1,0,0,11,12,0,0,2,15,16,16,14,3,0,5
0,1,10,16,16,15,2,0,0,9,16,11,4,16,11,0,0,6,16,15,12,16,7,0,0,0,4,9,16,14,1,0,0,0,0,1,15,8,0,0,0,0,0,13,15,2,0,0,0,0,9,16,5,0,0,0,0,3,16,7,0,0,0,0,9
0,0,0,9,16,5,0,0,0,1,12,15,15,8,0,0,0,7,13,5,15,4,0,0,0,0,1,6,16,0,0,0,0,0,0,8,16,0,0,0,0,0,0,9,13,0,0,0,0,0,0,12,8,4,3,0,0,0,0,11,16,15,5,0,2
0,0,9,15,16,12,1,0,0,11,16,16,13,8,1,0,0,3,15,11,1,0,0,0,0,0,8,14,0,0,0,0,0,0,3,16,4,0,0,0,0,0,1,16,7,0,0,0,0,3,15,16,4,0,0,0,0,0,13,15,0,0,0,0,5
0,0,0,0,10,5,0,0,0,0,0,0,16,4,0,0,0,0,0,9,12,4,3,0,0,0,2,15,1,11,8,0,0,0,14,7,0,14,4,0,0,6,16,9,15,15,2,0,0,9,13,8,13,4,0,0,0,0,0,0,9,4,0,0,4
0,0,0,6,12,12,0,0,0,0,0,15,16,13,0,0,0,0,7,16,16,12,0,0,0,3,16,16,16,11,0,0,0,3,12,16,16,9,0,0,0,0,0,11,16,9,0,0,0,0,0,13,16,10,0,0,0,0,0,9,13,11,0,0,1
0,0,0,9,15,13,2,0,0,0,10,12,4,11,8,0,0,3,15,3,6,15,6,0,0,5,16,14,12,15,7,0,0,0,0,0,0,14,5,0,0,0,0,0,9,12,0,0,0,0,0,8,12,0,0,0,0,0,0,12,5,0,0,0,9
0,0,7,9,15,6,0,0,0,2,16,16,16,16,3,0,0,7,15,8,1,13,8,0,0,8,10,0,0,8,8,0,0,8,9,0,0,8,8,0,0,7,14,0,3,15,5,0,0,2,16,14,16,13,1,0,0,0,8,13,8,0,0,0,0
0,0,0,7,9,0,0,0,0,0,4,15,6,0,0,0,0,0,11,11,0,0,0,0,0,1,16,14,12,4,0,0,0,3,16,16,13,14,3,0,0,0,16,6,1,8,11,0,0,0,11,11,1,1,16,0,0,0,2,9,14,16,16,1,6
0,0,3,11,16,15,5,0,0,0,10,6,4,12,10,0,0,0,0,0,0,12,8,0,0,4,12,10,12,16,3,0,0,2,8,5,16,9,0,0,0,0,0,6,11,0,0,0,0,0,0,13,6,0,0,0,0,0,0,15,1,0,0,0,7
0,0,0,10,13,5,0,0,0,0,11,12,8,15,2,0,0,6,16,1,1,14,4,0,0,6,16,8,13,16,5,0,0,2,13,12,16,12,0,0,0,0,0,0,14,6,0,0,0,0,0,4,14,1,0,0,0,0,0,11,5,0,0,0,9
0,0,8,14,10,2,0,0,0,0,15,14,11,13,0,0,0,0,0,0,5,16,1,0,0,0,0,0,11,14,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,9,13,0,0,0,3,9,8,15,11,0,0,0,6,16,14,7,1,0,3
0,0,7,16,16,16,3,0,0,0,8,15,12,16,3,0,0,0,13,12,0,0,0,0,0,1,13,16,14,5,0,0,0,0,1,4,13,13,0,0,0,1,5,0,4,16,3,0,0,4,15,8,11,15,0,0,0,0,7,16,16,8,0,0,5
0,0,10,11,9,1,0,0,0,0,14,16,16,6,0,0,0,0,14,12,6,15,0,0,0,1,16,6,0,14,3,0,0,3,16,6,0,12,6,0,0,3,16,0,6,15,4,0,0,1,16,12,16,15,2,0,0,0,7,16,14,5,0,0,0
0,0,5,11,13,10,0,0,0,0,8,9,9,16,5,0,0,0,0,0,0,14,7,0,0,0,0,0,1,16,1,0,0,0,3,4,12,9,1,0,0,10,16,16,14,12,2,0,0,3,2,15,2,0,0,0,0,0,8,6,0,0,0,0,7
0,0,1,12,16,12,2,0,0,0,8,12,11,16,4,0,0,5,16,3,12,13,1,0,0,2,15,15,15,3,0,0,0,0,5,16,15,6,0,0,0,0,6,13,8,16,6,0,0,0,6,13,4,13,12,0,0,0,1,14,16,11,2,0,8
0,0,1,15,8,1,0,0,0,0,5,16,16,1,0,0,0,0,2,16,16,3,0,0,0,0,5,16,16,3,0,0,0,0,4,16,16,4,0,0,0,0,3,16,16,5,0,0,0,0,2,15,16,9,0,0,0,0,2,11,16,13,0,0,1
0,0,2,12,13,7,0,0,0,2,14,5,0,13,2,0,0,10,6,0,2,16,4,0,0,6,13,7,9,16,4,0,0,0,8,12,8,13,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,11,0,0,0,1,14,11,13,12,0,9
0,0,6,12,13,7,0,0,0,0,13,13,8,7,0,0,0,2,16,1,0,0,0,0,0,5,16,12,12,7,0,0,0,2,9,8,8,15,1,0,0,0,0,0,0,13,4,0,0,0,4,4,12,14,1,0,0,0,7,13,11,3,0,0,5
0,4,14,14,16,16,4,0,0,5,16,11,5,4,0,0,0,4,16,4,0,0,0,0,0,6,16,16,16,11,0,0,0,4,11,6,7,16,4,0,0,0,0,0,4,16,4,0,0,0,1,7,15,12,0,0,0,4,16,12,5,0,0,0,5
0,1,13,16,15,5,0,0,0,6,15,12,15,11,0,0,0,0,2,0,9,12,0,0,0,0,0,1,16,4,0,0,0,0,1,12,14,0,0,0,0,5,15,14,2,0,0,0,0,9,16,12,7,2,3,0,0,1,15,16,16,16,6,0,2
0,1,10,14,13,0,0,0,0,6,12,8,16,7,0,0,0,0,0,0,14,8,0,0,0,0,8,8,16,6,0,0,0,0,9,16,16,16,6,0,0,0,2,15,5,4,2,0,0,0,11,14,0,0,0,0,0,0,12,5,0,0,0,0,7
0,0,4,10,0,0,0,0,0,0,2,15,2,0,0,0,0,0,2,16,4,0,0,0,0,0,7,16,9,0,0,0,0,0,14,14,14,0,0,0,0,0,3,3,16,3,0,0,0,0,1,7,14,11,4,0,0,0,4,14,16,13,14,8,1
0,0,4,12,15,16,16,2,0,0,3,6,4,13,15,1,0,0,0,0,2,15,6,0,0,0,0,1,12,13,0,0,0,4,16,16,16,12,4,0,0,1,3,12,14,0,0,0,0,0,3,16,6,0,0,0,0,0,5,15,2,0,0,0,7
0,2,12,16,16,10,2,0,0,7,16,8,6,8,2,0,0,6,15,0,0,0,0,0,0,6,16,13,8,0,0,0,0,6,15,12,16,6,0,0,0,0,0,0,11,13,0,0,0,0,4,6,16,12,0,0,0,2,15,14,9,0,0,0,5
0,3,12,15,9,1,0,0,0,3,16,8,13,10,0,0,0,0,11,12,12,12,0,0,0,0,3,15,16,12,0,0,0,0,0,0,6,14,1,0,0,0,0,0,0,15,6,0,0,7,14,7,4,15,7,0,0,3,9,12,15,9,0,0,9
0,0,3,14,5,0,0,0,0,0,12,16,3,0,0,0,0,2,12,8,0,0,0,0,0,3,3,0,0,0,0,0,0,7,4,0,6,0,0,0,0,4,16,15,13,15,3,0,0,2,14,14,4,14,11,0,0,0,3,13,16,16,12,0,6
0,0,4,13,13,0,0,0,0,0,12,14,12,7,0,0,0,0,12,12,5,14,0,0,0,0,12,10,0,12,3,0,0,4,16,5,0,8,8,0,0,4,16,2,0,9,8,0,0,3,14,9,4,15,5,0,0,0,4,13,14,10,0,0,0
0,0,1,14,7,0,0,0,0,1,13,16,14,11,0,0,0,4,16,12,0,14,3,0,0,6,14,14,0,8,8,0,0,4,16,14,0,8,8,0,0,1,15,3,0,10,8,0,0,0,7,15,10,16,1,0,0,0,1,9,16,8,0,0,0
0,0,4,12,12,6,0,0,0,0,3,6,4,8,0,0,0,3,13,6,8,3,0,0,0,4,16,13,12,15,2,0,0,0,3,0,0,10,8,0,0,0,0,0,0,8,6,0,0,0,7,6,5,14,2,0,0,0,3,14,15,6,0,0,5
0,0,9,15,7,1,0,0,0,5,16,7,12,14,0,0,0,10,10,0,8,16,0,0,0,6,12,0,5,16,4,0,0,0,12,13,15,16,3,0,0,0,0,0,1,13,10,0,0,0,2,4,5,13,11,0,0,0,8,16,12,8,1,0,9
0,0,1,8,13,13,2,0,0,4,16,8,1,12,4,0,0,7,13,3,10,13,0,0,0,3,15,15,14,15,0,0,0,0,13,10,0,10,6,0,0,0,11,5,0,9,8,0,0,0,7,11,4,14,2,0,0,0,1,13,12,4,0,0,8
0,0,8,14,9,0,0,0,0,6,15,12,16,3,0,0,0,1,3,0,8,4,0,0,0,0,0,0,9,5,0,0,0,0,0,1,15,3,0,0,0,0,0,12,11,0,0,0,0,0,10,16,13,12,6,0,0,0,11,12,12,9,4,0,2
0,0,1,13,15,7,0,0,0,0,9,14,9,15,1,0,0,2,16,5,0,10,4,0,0,5,13,5,0,4,8,0,0,8,8,0,0,7,8,0,0,3,14,1,0,9,7,0,0,0,13,13,9,16,4,0,0,0,3,13,16,10,0,0,0
0,0,1,15,6,0,0,0,0,0,8,15,2,0,0,0,0,0,15,9,0,0,0,0,0,2,16,10,0,0,0,0,0,8,16,11,10,4,0,0,0,5,16,16,11,16,6,0,0,2,15,16,11,16,11,0,0,0,3,11,15,13,1,0,6
0,1,9,15,2,0,0,0,0,10,14,14,7,0,0,0,0,5,3,10,8,0,0,0,0,0,0,14,4,0,0,0,0,0,2,16,0,0,0,0,0,0,10,12,1,0,0,0,0,2,16,16,16,14,8,0,0,0,7,9,14,16,7,0,2
0,0,1,8,12,7,0,0,0,0,7,16,16,16,10,0,0,0,5,16,16,16,5,0,0,0,5,16,16,15,1,0,0,0,4,16,16,16,4,0,0,0,9,16,16,16,0,0,0,0,9,16,16,14,0,0,0,0,2,10,12,9,0,0,1
0,1,9,13,15,3,0,0,0,8,14,8,12,16,0,0,0,1,1,0,10,14,0,0,0,0,0,6,15,7,0,0,0,0,10,16,16,10,2,0,0,0,5,8,8,14,8,0,0,1,6,4,7,15,6,0,0,1,11,15,12,4,0,0,3
0,0,7,15,16,11,1,0,0,0,0,15,16,16,1,0,0,0,0,13,16,16,6,0,0,0,0,13,16,16,3,0,0,0,0,14,16,14,2,0,0,0,2,16,16,12,0,0,0,0,5,16,16,14,0,0,0,0,8,16,16,8,0,0,1
0,0,3,14,13,1,0,0,0,0,13,16,15,9,0,0,0,6,16,3,0,13,0,0,0,6,13,0,0,7,6,0,0,8,8,0,0,4,8,0,0,0,14,0,0,2,12,0,0,0,12,11,8,15,8,0,0,0,2,14,16,13,3,0,0
0,0,9,16,12,1,0,0,0,3,16,10,15,9,0,0,0,3,16,4,11,16,1,0,0,0,12,16,16,15,7,0,0,0,0,3,2,6,14,0,0,0,6,0,0,3,16,1,0,1,16,7,4,9,16,0,0,0,8,16,16,16,8,0,9
0,0,7,14,16,16,7,0,0,0,12,14,9,8,2,0,0,0,14,4,0,0,0,0,0,3,16,16,9,0,0,0,0,8,16,14,16,3,0,0,0,2,2,0,12,8,0,0,0,0,6,15,15,2,0,0,0,0,11,11,3,0,0,0,5
0,0,8,13,4,0,0,0,0,2,16,11,15,1,0,0,0,0,12,0,11,5,0,0,0,0,4,2,9,9,0,0,0,0,0,0,12,11,0,0,0,0,0,6,15,4,0,0,0,0,6,16,13,5,8,0,0,0,7,16,16,16,16,5,2
0,0,1,12,15,6,0,0,0,0,5,13,1,12,0,0,0,0,2,11,1,15,0,0,0,0,0,10,11,9,0,0,0,0,0,6,16,6,0,0,0,0,10,15,4,13,3,0,0,0,12,2,0,1,14,0,0,0,1,10,10,8,15,1,8
0,1,12,16,14,5,0,0,0,3,13,9,16,12,0,0,0,0,1,11,16,6,0,0,0,0,8,16,9,0,0,0,0,0,3,15,13,0,0,0,0,0,0,2,15,9,0,0,0,0,3,8,12,16,3,0,0,0,14,16,16,16,7,0,3
0,0,6,12,13,12,6,0,0,0,6,8,2,5,7,0,0,0,12,2,0,0,0,0,0,7,15,12,7,2,0,0,0,2,8,8,9,15,4,0,0,0,0,0,0,7,7,0,0,0,4,5,4,13,2,0,0,0,4,15,16,6,0,0,5
0,0,1,14,7,0,0,0,0,0,6,14,12,6,0,0,0,0,11,11,0,12,0,0,0,0,13,8,0,7,5,0,0,0,15,6,0,5,8,0,0,0,12,3,0,10,9,0,0,0,10,10,9,15,4,0,0,0,2,11,14,7,0,0,0
0,1,11,16,15,6,0,0,0,2,16,7,6,13,2,0,0,0,10,13,14,16,3,0,0,0,2,9,9,12,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,9,7,0,0,0,0,0,3,14,3,0,0,0,9,16,16,11,2,0,9
0,0,8,16,15,5,0,0,0,3,16,13,16,6,0,0,0,1,5,3,16,8,0,0,0,0,1,6,16,5,0,0,0,2,15,16,16,16,6,0,0,5,12,16,15,12,3,0,0,0,1,16,6,0,0,0,0,0,10,15,0,0,0,0,7
0,0,0,8,16,10,8,12,0,0,0,12,16,16,16,11,0,0,0,0,0,14,14,0,0,0,0,1,8,16,11,0,0,0,1,15,16,16,7,0,0,0,2,9,16,8,0,0,0,0,0,7,16,3,0,0,0,0,0,10,12,0,0,0,7
0,0,3,12,13,1,0,0,0,1,14,11,10,8,0,0,0,4,16,3,0,12,2,0,0,4,13,1,0,9,6,0,0,6,12,0,0,5,8,0,0,3,13,0,0,4,9,0,0,0,15,8,4,13,8,0,0,0,5,15,15,9,0,0,0
0,3,13,16,13,1,0,0,0,11,11,8,14,8,0,0,0,5,1,0,5,14,0,0,0,0,0,0,5,11,0,0,0,0,0,1,14,3,0,0,0,0,0,9,11,0,0,0,0,0,11,16,15,12,7,0,0,1,8,8,9,13,7,0,2
0,0,6,13,16,15,2,0,0,0,14,14,12,16,9,0,0,0,3,1,7,16,10,0,0,0,1,15,16,16,13,0,0,0,1,7,15,14,1,0,0,0,0,4,16,10,0,0,0,0,0,12,13,1,0,0,0,0,7,16,3,0,0,0,7
0,0,9,14,12,8,0,0,0,8,13,0,2,16,2,0,0,11,14,14,14,6,0,0,0,1,14,16,13,1,0,0,0,3,15,4,6,12,0,0,0,1,15,0,0,8,9,0,0,3,16,1,3,13,6,0,0,0,8,16,13,6,0,0,8
0,0,5,14,10,1,0,0,0,2,15,15,15,10,0,0,0,7,16,11,1,16,1,0,0,6,16,2,0,14,6,0,0,3,15,0,0,13,6,0,0,3,16,0,3,16,1,0,0,1,15,12,15,14,0,0,0,0,5,13,13,4,0,0,0
0,0,3,13,0,0,0,0,0,0,11,14,0,0,0,0,0,2,16,3,0,0,0,0,0,7,14,0,0,0,0,0,0,8,13,8,12,7,1,0,0,6,16,10,10,16,6,0,0,0,13,14,12,15,8,0,0,0,3,13,16,12,3,0,6
0,2,14,16,11,0,0,0,0,8,15,7,16,0,0,0,0,1,2,0,15,1,0,0,0,0,2,12,14,0,0,0,0,0,1,11,14,11,0,0,0,0,0,0,2,14,5,0,0,2,8,3,4,10,12,0,0,1,13,16,16,14,4,0,3
0,0,0,10,13,0,0,0,0,0,3,16,10,0,0,0,0,0,6,15,1,0,0,0,0,0,10,13,0,0,0,0,0,0,8,16,15,7,0,0,0,0,11,15,12,13,7,0,0,0,5,15,5,7,16,1,0,0,0,6,15,16,15,1,6
0,0,4,11,13,6,0,0,0,2,16,12,5,12,0,0,0,2,14,0,8,12,0,0,0,0,11,14,13,3,0,0,0,0,14,14,11,0,0,0,0,2,13,1,10,6,0,0,0,0,14,4,7,11,0,0,0,0,2,13,15,5,0,0,8
0,0,0,12,13,1,0,0,0,0,7,16,10,1,0,0,0,0,11,13,0,0,0,0,0,0,13,10,4,1,0,0,0,0,13,16,16,13,3,0,0,2,16,14,6,10,15,2,0,2,13,14,8,13,15,1,0,0,1,13,16,14,3,0,6
0,0,3,12,6,0,0,0,0,0,16,16,16,8,0,0,0,0,14,14,7,15,0,0,0,0,5,16,15,8,0,0,0,0,0,13,16,0,0,0,0,2,14,10,13,7,0,0,0,3,15,7,9,15,0,0,0,0,5,12,11,5,0,0,8
0,0,14,4,4,0,0,0,0,9,16,16,16,9,0,0,0,3,11,5,14,15,0,0,0,0,0,14,16,10,0,0,0,0,0,9,16,16,6,0,0,0,1,0,0,7,16,0,0,2,15,4,5,12,15,0,0,0,10,16,16,15,3,0,3
0,1,11,13,5,0,0,0,0,7,12,7,15,4,0,0,0,8,4,0,8,12,0,0,0,2,6,0,0,13,0,0,0,0,0,1,8,3,0,0,0,0,0,11,8,0,0,0,0,1,12,16,13,8,2,0,0,2,12,12,12,12,12,0,2
0,0,0,8,11,0,0,0,0,0,5,14,7,0,0,0,0,0,12,10,0,0,0,0,0,4,16,3,0,0,0,0,0,5,15,12,10,3,0,0,0,4,16,12,8,15,5,0,0,0,10,15,6,10,15,0,0,0,0,7,12,12,8,0,6
0,0,3,12,15,2,0,0,0,2,15,6,0,0,0,0,0,4,14,2,9,14,8,0,0,1,13,16,14,4,0,0,0,0,8,16,6,0,0,0,0,0,11,11,15,0,0,0,0,0,11,5,12,2,0,0,0,0,3,12,15,3,0,0,8
